0.4045, 0.0123
0.4054, 0.0123
0.4062, 0.0123
0.4073, 0.0124
0.4082, 0.0124
0.4091, 0.0124
0.4101, 0.0124
0.411, 0.0124
0.4119, 0.0124
0.4129, 0.0124
0.4138, 0.0124
0.4148, 0.0124
0.4157, 0.0124
0.4166, 0.0124
0.4176, 0.0124
0.4184, 0.0124
0.4194, 0.0124
0.4203, 0.0124
0.4213, 0.0124
0.4222, 0.0124
0.4232, 0.0124
0.4241, 0.0124
0.4251, 0.0124
0.426, 0.0124
0.4269, 0.0124
0.4279, 0.0124
0.4288, 0.0124
0.4297, 0.0124
0.4307, 0.0125
0.4316, 0.0125
0.4325, 0.0125
0.4335, 0.0125
0.4344, 0.0125
0.4354, 0.0125
0.4363, 0.0125
0.4372, 0.0125
0.4382, 0.0125
0.4391, 0.0125
0.44, 0.0125
0.441, 0.0125
0.4419, 0.0125
0.4428, 0.0125
0.4438, 0.0125
0.4447, 0.0125
0.4457, 0.0125
0.4466, 0.0125
0.4475, 0.0125
0.4485, 0.0146
0.4494, 0.0146
0.4503, 0.0146
0.4513, 0.0146
0.4522, 0.0146
0.4531, 0.0146
0.4541, 0.0146
0.455, 0.0146
0.456, 0.0146
0.4569, 0.0146
0.4578, 0.0146
0.4588, 0.0146
0.4597, 0.0146
0.4606, 0.0146
0.4616, 0.0146
0.4625, 0.0146
0.4634, 0.0146
0.4644, 0.0146
0.4653, 0.0147
0.4663, 0.0147
0.4672, 0.0147
0.4681, 0.0147
0.4691, 0.0147
0.47, 0.0167
0.4708, 0.0167
0.4719, 0.0167
0.4727, 0.0167
0.4737, 0.0167
0.4747, 0.0167
0.4756, 0.0168
0.4766, 0.0168
0.4775, 0.0168
0.4784, 0.0168
0.4794, 0.0168
0.4803, 0.0168
0.4812, 0.0168
0.4822, 0.0168
0.483, 0.0168
0.484, 0.0168
0.4849, 0.0168
0.4859, 0.0168
0.4868, 0.0168
0.4878, 0.0168
0.4887, 0.0168
0.4897, 0.0168
0.4906, 0.0168
0.4915, 0.0168
0.4925, 0.0168
0.4934, 0.0168
0.4943, 0.0168
0.4953, 0.0168
0.4962, 0.0168
0.4971, 0.0168
0.4981, 0.0168
0.499, 0.0169
0.5, 0.0189
0.5009, 0.0189
0.5018, 0.0189
0.5028, 0.0189
0.5037, 0.0189
0.5046, 0.0189
0.5056, 0.0189
0.5065, 0.0189
0.5074, 0.0189
0.5084, 0.0189
0.5093, 0.0189
0.5103, 0.019
0.5112, 0.019
0.5121, 0.019
0.5131, 0.019
0.514, 0.019
0.5149, 0.019
0.5159, 0.019
0.5168, 0.021
0.5178, 0.021
0.5187, 0.021
0.5196, 0.021
0.5206, 0.021
0.5215, 0.0211
0.5224, 0.0211
0.5234, 0.0211
0.5243, 0.0211
0.5252, 0.0211
0.5262, 0.0211
0.5271, 0.0211
0.5281, 0.0211
0.529, 0.0211
0.5299, 0.0211
0.5309, 0.0211
0.5318, 0.0211
0.5327, 0.0232
0.5337, 0.0232
0.5346, 0.0232
0.5354, 0.0232
0.5365, 0.0232
0.5373, 0.0232
0.5384, 0.0232
0.5393, 0.0232
0.5402, 0.0232
0.5412, 0.0232
0.5421, 0.0232
0.543, 0.0232
0.544, 0.0253
0.5449, 0.0253
0.5459, 0.0253
0.5468, 0.0253
0.5476, 0.0253
0.5487, 0.0253
0.5495, 0.0253
0.5505, 0.0253
0.5514, 0.0253
0.5524, 0.0253
0.5533, 0.0253
0.5543, 0.0253
0.5552, 0.0253
0.5562, 0.0253
0.5571, 0.0253
0.558, 0.0274
0.559, 0.0274
0.5598, 0.0274
0.5608, 0.0274
0.5617, 0.0274
0.5627, 0.0274
0.5636, 0.0274
0.5646, 0.0274
0.5655, 0.0274
0.5665, 0.0274
0.5674, 0.0274
0.5683, 0.0295
0.5693, 0.0295
0.5702, 0.0295
0.5711, 0.0295
0.5721, 0.0295
0.573, 0.0295
0.5739, 0.0295
0.5749, 0.0295
0.5758, 0.0316
0.5768, 0.0316
0.5777, 0.0316
0.5786, 0.0316
0.5796, 0.0316
0.5805, 0.0316
0.5814, 0.0316
0.5824, 0.0316
0.5833, 0.0316
0.5842, 0.0316
0.5852, 0.0316
0.5861, 0.0337
0.5871, 0.0337
0.588, 0.0337
0.5889, 0.0337
0.5899, 0.0337
0.5908, 0.0337
0.5917, 0.0337
0.5927, 0.0357
0.5936, 0.0357
0.5945, 0.0357
0.5955, 0.0357
0.5964, 0.0357
0.5974, 0.0358
0.5983, 0.0358
0.5992, 0.0358
0.6002, 0.0378
0.6011, 0.0378
0.6011, 0.0399
0.6019, 0.0399
0.603, 0.0399
0.6038, 0.0399
0.6048, 0.0399
0.6058, 0.0399
0.6067, 0.0399
0.6077, 0.0399
0.6086, 0.0399
0.6095, 0.0399
0.6105, 0.0399
0.6114, 0.0399
0.6122, 0.0399
0.6133, 0.042
0.6141, 0.042
0.6151, 0.044
0.616, 0.044
0.617, 0.044
0.6179, 0.0441
0.6189, 0.0441
0.6198, 0.0441
0.6208, 0.0461
0.6217, 0.0461
0.6226, 0.0461
0.6236, 0.0461
0.6245, 0.0461
0.6255, 0.0482
0.6263, 0.0482
0.6273, 0.0482
0.6282, 0.0503
0.6292, 0.0503
0.6301, 0.0503
0.6311, 0.0503
0.632, 0.0503
0.6329, 0.0503
0.6339, 0.0503
0.6348, 0.0523
0.6358, 0.0523
0.6367, 0.0544
0.6376, 0.0544
0.6385, 0.0544
0.6395, 0.0544
0.6404, 0.0565
0.6414, 0.0565
0.6423, 0.0565
0.6432, 0.0565
0.6442, 0.0585
0.6451, 0.0585
0.6461, 0.0585
0.647, 0.0586
0.6479, 0.0586
0.6489, 0.0586
0.6498, 0.0606
0.6507, 0.0606
0.6517, 0.0627
0.6526, 0.0627
0.6535, 0.0627
0.6545, 0.0647
0.6554, 0.0647
0.6564, 0.0648
0.6573, 0.0668
0.6582, 0.0668
0.6592, 0.0668
0.6601, 0.0689
0.661, 0.0689
0.662, 0.0689
0.6629, 0.0689
0.6638, 0.0709
0.6648, 0.073
0.6657, 0.073
0.6667, 0.073
0.6676, 0.073
0.6684, 0.073
0.6695, 0.0751
0.6703, 0.0771
0.6713, 0.0771
0.6723, 0.0771
0.6732, 0.0771
